84,90
7,61
10,48
0,34
66,80
6,92
5,33
14,98
21,81
18,44
20,60
50,88
67,75
12,16
30,74
27,43
3,25
2,62
73,89
11,91
57,69
9,95
56,72
45,93
31,63
1,79
71,76
29,64
19,78
42,83
17,86
8,41
36,59
35,68
40,55
23,52
13,28
82,87
15,58
54,65
37,96
22,97
49,94
24,39
46,77
32,99
4,51
38,85
26,53
47,70
